"V1" "V2" "V3" "V4" "V5"
"1" 0.941779146787968 0.332735638405846 0.660469969306466 0.605932133140241 0.563715587950055
"2" 0.704098405530421 0.606028824683673 0.386126617391946 0.672159343955802 0.73275810586375
"3" 0.762767383070699 0.382908180526423 0.333200996655398 0.408183427396514 0.563715587950055
"4" 0.541632617629511 0.317477501860748 0.27468880221751 0.475381787994806 0.640939925960689
"5" 0.92744451487309 0.384193788483659 0.316548777232252 0.520575872643255 0.640939925960689
"6" 0.614394615662588 0.833784423844644 0.226635282299922 0.425282785668964 0.251061061540062
"7" 0.36906735307953 0.273969822044793 0.548022183717001 0.554545299405808 0.73275810586375
"8" 0.692028861846291 0.284220853914338 0.252775498991939 0.650050351612416 0.384592384691401
"9" 0.112962496679502 0.596386765004398 0.249684044167433 0.415219923022204 0.21292190087456
"10" 0.66126583174133 0.0618783408890994 0.760258753736752 0.572756378430014 0.73275810586375
"11" 0.415750821973886 0.375499018878138 0.387259515549808 0.456232987944781 0.43769913293359
"12" 0.820600965171293 0.253738412612491 0.484976211377201 0.894334896776635 0.563715587950055
"13" 0.366153428586764 0.663407537722444 0.246116652866882 0.366640690249274 0.336323643338005
"14" 0.860355458106141 0.433216049800393 0.479198606824225 0.895152840844303 0.496835654181583
"15" 0.812391078228334 0.338013397388186 0.0787158749056284 0.43470356270301 0.21292190087456
"16" 0.307695749477261 0.338114892753231 0.669325235462872 0.802577975771693 0.640939925960689
"17" 0.936948994136063 0.233642330333581 0.329410263555533 0.696697100712095 0.846894191258811
"18" 0.477258853758968 0.329453954936058 0.302155643968156 0.328603737832476 0.563715587950055
"19" 0.879739284141718 0.541849922186887 0.551289606535691 0.726497723881614 0.640939925960689
"20" 0.809500162164229 0.330367413221463 0.371032738663325 0.4943158353436 0.73275810586375
"21" 0.765484447560991 0.357703498206915 0.229797455891343 0.430044170475343 0.73275810586375
"22" 0.926432943027253 0.387509303741796 0.862925118541221 0.783297456797318 0.640939925960689
"23" 0.9067927728343 0.331247039718519 0.568407171493346 0.393067908545842 0.846894191258811
"24" 0.534742595774599 0.269233371676027 0.392020717618694 0.501180194076623 0.563715587950055
"25" 0.669431276816176 0.205967927464646 0.704957906047955 0.365803506006296 0.640939925960689
"26" 1 0.548853102374992 0.414367103872216 0.479369716309581 0.846894191258811
"27" 0.239188220671399 0.313011705798768 0.267891914268327 0.383705973089984 0.336323643338005
"28" 0.483041986377435 0.535794032072535 0.37406533617203 0.826541256649655 0.640939925960689
"29" 0.296439986808639 0.322958251573178 0.706655455757469 0.227553181770734 0.496835654181583
"30" 0.895909553832964 0.202855402936599 0.543786799574677 0.687435543456428 0.640939925960689
"31" 0.718313928394562 0.814297313756005 0.181975234067394 0.410669741570957 0.292028955693125
"32" 0.3490402874503 0.474862981257189 0.190837117458443 0.431076907388059 0.384592384691401
"33" 0.433640784104796 0.314331145544353 0.439961247648731 0.455935436528076 0.496835654181583
"34" 0.911562008133784 0.289870762568509 0.385156867030319 0.499616095816172 0.846894191258811
"35" 0.598564361182767 0.260064957033629 0.671307131413869 0.478140233836139 0.73275810586375
"36" 0.351934253755562 0.40039921510251 0.923143264994956 0.544251853370779 0.640939925960689
"37" 0.314276875046293 0.296873942756614 0.34239992926301 0.473426835150101 0.640939925960689
"38" 0.580753812478429 0.401549495906354 0.582394207782866 0.510360302219197 0.496835654181583
"39" 0.190222175677624 0.174572027877394 0.455374747086697 0.164873209716966 0.384592384691401
"40" 0.178640228134466 0.443940726706814 0.325128403394797 0.405650569087165 0.14364014370005
"41" 0.622404122362896 0.553724879897151 0.466177843703729 0.70359046405075 0.640939925960689
"42" 0.574954943475835 0.551086000405981 0.355452404515272 0.737037089860275 1
"43" 0.956969036419104 0.175113336490967 0.574385640624611 0.456113952162185 0.846894191258811
"44" 0.867128090446857 0.200960822789093 0.346368596224938 0.411022996383418 0.563715587950055
"45" 0 0.334325732458218 0.353909521710974 0.798873476926035 0.0260451617196318
"46" 0.539154289997722 0.148453887272481 0.885360641562305 0.767379421241752 0.640939925960689
"47" 0.981295953209097 0.288010014209351 0.296721161689433 0.380316335855865 0.846894191258811
"48" 0.392096497036486 0.476825224981392 0.340199372744629 0.370227505440312 0.846894191258811
"49" 0.841615475115193 0.117633128087151 0.556567714022493 0.720070108189625 0.73275810586375
"50" 0.670908522287498 0.500845794708708 0.610375637411914 0.196056673936879 0.496835654181583
"51" 0.523694384150776 0.492827660870154 0.392785727926056 0.793031850762894 0.73275810586375
"52" 0.884703089195451 0.360748359158265 0.658668310192831 0.422989883442264 0.73275810586375
"53" 0.400736814866926 0.22291765342716 0.468400473717524 0.409778103589927 0.640939925960689
"54" 0.760643118893801 0.247513363556398 0.518744952164144 0.586034052287204 0.846894191258811
"55" 0.951213523493306 0.532715339332837 0.29099808172788 0.392777969466488 0.73275810586375
"56" 0.352633300949946 0.394850801813384 0.335803921534428 0.421327034630189 0.336323643338005
"57" 0.359534421159174 0.537823939373435 0.26144596094692 0.39887384010154 0.563715587950055
"58" 0.274563071939077 0.287299546654036 0.197746473401203 0.317243738888165 0.496835654181583
"59" 0.701679683064857 0.364571351241627 0.351094393721906 0.413650118070344 0.563715587950055
"60" 0.383486119616364 0.239901211178023 0.332595194855223 0.351432482567901 0.640939925960689
"61" 0.568297730277769 0.624365653968469 0.330025389309848 0.476443010550344 0.563715587950055
"62" 0.483989609230922 0.41846539008052 0.548872841755605 0.576965562501398 0.640939925960689
"63" 0.711715867542072 0.414033425806888 0.312319375424155 0.488660493940277 0.563715587950055
"64" 0.243678560427639 0.150551458150078 0.482287093637034 0.404710021996137 0.43769913293359
"65" 0.214491758372877 0.423844644427904 0.262101421233781 0.115472012586971 0.111927615006035
"66" 0.729816662316941 0.440422220718587 1 0.633717916235944 0.846894191258811
"67" 0.545840726102893 0.504567291427025 0.383518482124839 0.229629751323681 0.384592384691401
"68" 0.462390205428047 0.625888084444144 0.155989256070655 0.57637616101539 0.640939925960689
"69" 0.253259242916653 0.528993842614521 0.6147164237545 0.401859248144066 0.640939925960689
"70" 0.623072769924631 0.452906150619122 0.329828035999772 0.301360998511296 0.496835654181583
"71" 0.629322338684889 0.437445023343934 0.675036138750226 0.212039810470162 0.640939925960689
"72" 0.474215014141084 0.376750795047026 0.330408618703515 0.359694634124747 0.563715587950055
"73" 0.649181509736129 0.552980580553488 0.299540652786197 0.40600129314665 0.73275810586375
"74" 0.713566139665648 0.456661479125787 0.188186244932546 0.535484579921507 0.73275810586375
"75" 0.798809956186148 0.110156302862169 0.434860685806467 0.826170440367053 0.73275810586375
"76" 0.363744481030871 0.326104607889573 0.536144073385584 0.676008329815099 0.73275810586375
"77" 0.481463423503486 0.707828675823804 0.40192395598679 0.609012043826249 0.846894191258811
"78" 0.847845845824545 0.429088571621896 0.743361206070378 0.66792832689459 1
"79" 0.705712229871148 0.237025509168415 0.340657832089316 0.495091532787656 0.496835654181583
"80" 0.497612378603671 0.630895189119697 0.397240305512539 0.519228292017724 1
"81" 0.897657524574047 0.666418566885445 0.303381652778832 0.517883307081597 0.563715587950055
"82" 0.355531443957469 0.22860139386968 0.375659633925136 0.139912380764756 0.177219627991092
"83" 0.584810239734443 0.482813451519047 0.261617839777703 0.529972203724131 0.563715587950055
"84" 0.680133195460359 0.309560863387239 0.325544068322641 0.520619386315545 0.640939925960689
"85" 0.755340631338147 0.159415386697341 0.630911439427379 0.726965376573193 0.563715587950055
"86" 0.187789299093479 0.742776913187631 0.0115850415377989 0.35156910238814 0
"87" 0.837470881593397 0.442655118749577 0.360014386614122 0.534951367461973 0.73275810586375
"88" 0.500261183399113 0.611780228702889 0.31151233422036 0.0599484289328952 0.336323643338005
